date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:51:08	47/47	------	200	untouched ('')	text/javascript	etag:13036835877489095579	http://pagead2.googlesyndication.com/pagead/js/google_top_exp.js	D:/WEB%20Nghe%20Thuat/Tai%20lieu/pagead2.googlesyndication.com/pagead/js/f.txt	(from https://ngothithuyduyen.blogspot.com/)
22:51:08	81214/81214	------	200	untouched ('')	image/jpeg	etag:%22v111f7%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgd8kaPKFGGcy2u4jaAmLGlVpY4ijyNU_ogtsl_jtEdO7z4gXjntU2PKrR5-U4fCHMfMAueBIObBRbb_2fMisQowlO38nV97xkZ6Y9LjfX32ihyAXPT94Ai2bWBJwpiqsZT6y_p2ki4dEQm/s1600/drawing+-Is1.jpg	D:/WEB%20Nghe%20Thuat/Tai%20lieu/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgd8kaPKFGGcy2u4jaAmLGlVpY4ijyNU_ogtsl_jtE/s1600/drawing%20-Is1.jpg	(from https://ngothithuyduyen.blogspot.com/)
22:51:08	36480/36480	------	200	untouched ('OK')	text/html	date:Sat,%2031%20Aug%202024%2012:12:00%20GMT	https://ngothithuyduyen.blogspot.com/2014/05/blog-post.html	D:/WEB%20Nghe%20Thuat/Tai%20lieu/ngothithuyduyen.blogspot.com/2014/05/blog-post.html	(from https://ngothithuyduyen.blogspot.com/)
22:51:09	518190/518190	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2015:51:10%20GMT	https://www.blogger.com/profile/13979808153581441216	D:/WEB%20Nghe%20Thuat/Tai%20lieu/www.blogger.com/profile/13979808153581441216.html	(from https://ngothithuyduyen.blogspot.com/)
22:51:09	535/535	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2014%20Jul%202026%2015:51:12%20GMT	https://www.blogger.com/post-edit.g?blogID=3492378779226980395&postID=4711525681778391841&from=pencil	D:/WEB%20Nghe%20Thuat/Tai%20lieu/www.blogger.com/post-edit.a5e1a.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:09	0/0	---M--	302	error ('Found')	application/binary	date:Tue,%2014%20Jul%202026%2015:51:12%20GMT	https://accounts.google.com/ServiceLogin?service=blogger&passive=1209600&continue=https://www.blogger.com/post-edit.g?blogID%3D3492378779226980395%26postID%3D4711525681778391841%26from%3Dpencil&followup=https://www.blogger.com/post-edit.g?blogID%3D3492378779226980395%26postID%3D4711525681778391841%26from%3Dpencil	D:/WEB%20Nghe%20Thuat/Tai%20lieu/accounts.google.com/ServiceLogin.bb7f1.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:10	743/743	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2014%20Jul%202026%2015:51:12%20GMT	https://accounts.google.com/InteractiveLogin?continue=https://www.blogger.com/post-edit.g?blogID%3D3492378779226980395%26postID%3D4711525681778391841%26from%3Dpencil&followup=https://www.blogger.com/post-edit.g?blogID%3D3492378779226980395%26postID%3D4711525681778391841%26from%3Dpencil&passive=1209600&service=blogger&dsh=S554412790:1784044272520517	D:/WEB%20Nghe%20Thuat/Tai%20lieu/accounts.google.com/InteractiveLogin.c29e8.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:10	162/162	------	200	untouched ('')	image/gif	date:Wed,%2008%20Jul%202026%2005:11:11%20GMT	https://resources.blogblog.com/img/icon18_edit_allbkg.gif	D:/WEB%20Nghe%20Thuat/Tai%20lieu/resources.blogblog.com/img/icon18_edit_allbkg.gif	(from https://ngothithuyduyen.blogspot.com/)
22:51:11	550/550	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2014%20Jul%202026%2015:51:14%20GMT	https://www.blogger.com/share-post.g?blogID=3492378779226980395&postID=4711525681778391841&target=email	D:/WEB%20Nghe%20Thuat/Tai%20lieu/www.blogger.com/share-post.e2d95.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:11	0/0	---M--	302	error ('Found')	application/binary	date:Tue,%2014%20Jul%202026%2015:51:14%20GMT	https://accounts.google.com/ServiceLogin?passive=true&continue=https://www.blogger.com/share-post.g?blogID%3D3492378779226980395%26postID%3D4711525681778391841%26target%3Demail%26bpli%3D1&followup=https://www.blogger.com/share-post.g?blogID%3D3492378779226980395%26postID%3D4711525681778391841%26target%3Demail%26bpli%3D1&go=true	D:/WEB%20Nghe%20Thuat/Tai%20lieu/accounts.google.com/ServiceLogin.f2170.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:13	283/283	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2014%20Jul%202026%2015:51:15%20GMT	https://www.blogger.com/share-post.g?blogID=3492378779226980395&postID=4711525681778391841&target=email&bpli=1	D:/WEB%20Nghe%20Thuat/Tai%20lieu/www.blogger.com/share-post.100b6d.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:13	0/0	---M--	302	error ('Found')	application/binary	date:Tue,%2014%20Jul%202026%2015:51:16%20GMT	https://www.blogger.com/email-post/3492378779226980395/4711525681778391841	D:/WEB%20Nghe%20Thuat/Tai%20lieu/www.blogger.com/email-post/3492378779226980395/4711525681778391841.11.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:14	0/0	---M--	302	error ('Found')	application/binary	date:Tue,%2014%20Jul%202026%2015:51:16%20GMT	https://accounts.google.com/ServiceLogin?passive=1209600&continue=https://www.blogger.com/email-post/3492378779226980395/4711525681778391841&followup=https://www.blogger.com/email-post/3492378779226980395/4711525681778391841	D:/WEB%20Nghe%20Thuat/Tai%20lieu/accounts.google.com/ServiceLogin.1260dd.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:14	653/653	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2014%20Jul%202026%2015:51:17%20GMT	https://accounts.google.com/InteractiveLogin?continue=https://www.blogger.com/email-post/3492378779226980395/4711525681778391841&followup=https://www.blogger.com/email-post/3492378779226980395/4711525681778391841&passive=1209600&dsh=S-2128542940:1784044276802794	D:/WEB%20Nghe%20Thuat/Tai%20lieu/accounts.google.com/InteractiveLogin.1318f8.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:15	548/548	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2014%20Jul%202026%2015:51:18%20GMT	https://www.blogger.com/share-post.g?blogID=3492378779226980395&postID=4711525681778391841&target=blog	D:/WEB%20Nghe%20Thuat/Tai%20lieu/www.blogger.com/share-post.1470af.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:16	0/0	---M--	302	error ('Found')	application/binary	date:Tue,%2014%20Jul%202026%2015:51:18%20GMT	https://accounts.google.com/ServiceLogin?passive=true&continue=https://www.blogger.com/share-post.g?blogID%3D3492378779226980395%26postID%3D4711525681778391841%26target%3Dblog%26bpli%3D1&followup=https://www.blogger.com/share-post.g?blogID%3D3492378779226980395%26postID%3D4711525681778391841%26target%3Dblog%26bpli%3D1&go=true	D:/WEB%20Nghe%20Thuat/Tai%20lieu/accounts.google.com/ServiceLogin.1592bd.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:17	605/605	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2014%20Jul%202026%2015:51:20%20GMT	https://www.blogger.com/share-post.g?blogID=3492378779226980395&postID=4711525681778391841&target=blog&bpli=1	D:/WEB%20Nghe%20Thuat/Tai%20lieu/www.blogger.com/share-post.16aa2c.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:18	0/0	---M--	302	error ('Found')	application/binary	date:Tue,%2014%20Jul%202026%2015:51:20%20GMT	https://www.blogger.com/blog-this.g?u=https://ngothithuyduyen.blogspot.com/2014/05/blog-post.html?spref%3Dbl&n=NGO+THI+THUY+DUYEN's+Artworks:+%0A%0A%0A%0A%0A%0A%0A%0A%0A%0A%0A%0A%0A%0A%0A%0ANone+color+clouds+/Nh%E1%BB%AFng+%C3%A1ng+m%C3%A2y+k...&t=++++++++++++++++None+color+clouds+/Nh%E1%BB%AFng+%C3%A1ng+m%C3%A2y+kh%C3%B4ng+m%C3%A0u+++Mixed+media+on+paper+++50+x+65+(cm)++++++++++++	D:/WEB%20Nghe%20Thuat/Tai%20lieu/www.blogger.com/blog-this.17245e.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:18	554/554	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2014%20Jul%202026%2015:51:21%20GMT	https://www.blogger.com/share-post.g?blogID=3492378779226980395&postID=4711525681778391841&target=twitter	D:/WEB%20Nghe%20Thuat/Tai%20lieu/www.blogger.com/share-post.1984a5.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:18	0/0	---M--	302	error ('Found')	application/binary	date:Tue,%2014%20Jul%202026%2015:51:21%20GMT	https://accounts.google.com/ServiceLogin?passive=true&continue=https://www.blogger.com/share-post.g?blogID%3D3492378779226980395%26postID%3D4711525681778391841%26target%3Dtwitter%26bpli%3D1&followup=https://www.blogger.com/share-post.g?blogID%3D3492378779226980395%26postID%3D4711525681778391841%26target%3Dtwitter%26bpli%3D1&go=true	D:/WEB%20Nghe%20Thuat/Tai%20lieu/accounts.google.com/ServiceLogin.1aab05.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:19	464/464	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2014%20Jul%202026%2015:51:21%20GMT	https://www.blogger.com/share-post.g?blogID=3492378779226980395&postID=4711525681778391841&target=twitter&bpli=1	D:/WEB%20Nghe%20Thuat/Tai%20lieu/www.blogger.com/share-post.1b25ec.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:19	556/556	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2014%20Jul%202026%2015:51:22%20GMT	https://www.blogger.com/share-post.g?blogID=3492378779226980395&postID=4711525681778391841&target=facebook	D:/WEB%20Nghe%20Thuat/Tai%20lieu/www.blogger.com/share-post.1c65f6.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:20	0/0	---M--	302	error ('Found')	application/binary	date:Tue,%2014%20Jul%202026%2015:51:22%20GMT	https://accounts.google.com/ServiceLogin?passive=true&continue=https://www.blogger.com/share-post.g?blogID%3D3492378779226980395%26postID%3D4711525681778391841%26target%3Dfacebook%26bpli%3D1&followup=https://www.blogger.com/share-post.g?blogID%3D3492378779226980395%26postID%3D4711525681778391841%26target%3Dfacebook%26bpli%3D1&go=true	D:/WEB%20Nghe%20Thuat/Tai%20lieu/accounts.google.com/ServiceLogin.1d7f33.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:21	462/462	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2014%20Jul%202026%2015:51:23%20GMT	https://www.blogger.com/share-post.g?blogID=3492378779226980395&postID=4711525681778391841&target=facebook&bpli=1	D:/WEB%20Nghe%20Thuat/Tai%20lieu/www.blogger.com/share-post.1e2e06.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:22	558/558	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2014%20Jul%202026%2015:51:25%20GMT	https://www.blogger.com/share-post.g?blogID=3492378779226980395&postID=4711525681778391841&target=pinterest	D:/WEB%20Nghe%20Thuat/Tai%20lieu/www.blogger.com/share-post.1ffff7.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:23	0/0	---M--	302	error ('Found')	application/binary	date:Tue,%2014%20Jul%202026%2015:51:25%20GMT	https://accounts.google.com/ServiceLogin?passive=true&continue=https://www.blogger.com/share-post.g?blogID%3D3492378779226980395%26postID%3D4711525681778391841%26target%3Dpinterest%26bpli%3D1&followup=https://www.blogger.com/share-post.g?blogID%3D3492378779226980395%26postID%3D4711525681778391841%26target%3Dpinterest%26bpli%3D1&go=true	D:/WEB%20Nghe%20Thuat/Tai%20lieu/accounts.google.com/ServiceLogin.2078ee.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:24	720/720	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2014%20Jul%202026%2015:51:26%20GMT	https://www.blogger.com/share-post.g?blogID=3492378779226980395&postID=4711525681778391841&target=pinterest&bpli=1	D:/WEB%20Nghe%20Thuat/Tai%20lieu/www.blogger.com/share-post.218e35.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:24	90248/90248	------	200	untouched ('OK')	text/html	date:Sat,%2031%20Aug%202024%2012:12:00%20GMT	https://ngothithuyduyen.blogspot.com/search/label/DRAWING	D:/WEB%20Nghe%20Thuat/Tai%20lieu/ngothithuyduyen.blogspot.com/search/label/DRAWING.html	(from https://ngothithuyduyen.blogspot.com/)
22:51:24	809219/809219	------	200	untouched ('')	image/jpeg	etag:%22v102b3%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjP_oiOEtzZBDR-fStq0hvWF3etg0kmrEl4HABc54K6yUQJc2mSp80mkRNjbF10f0MhUKAhNOnI1vpfbERhuWwHb9OsL7xpaZOovJfmxzwqKlb25R_eAnMa3UcjnssPYbRdHLqw4rw6_y71/s1600/IMAG7249_3.jpg	D:/WEB%20Nghe%20Thuat/Tai%20lieu/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjP_oiOEtzZBDR-fStq0hvWF3etg0kmrEl4HABc54K/s1600/IMAG7249_3.jpg	(from https://ngothithuyduyen.blogspot.com/)
22:51:24	207816/207816	------	200	untouched ('')	image/jpeg	etag:%22v102b3%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjP_oiOEtzZBDR-fStq0hvWF3etg0kmrEl4HABc54K6yUQJc2mSp80mkRNjbF10f0MhUKAhNOnI1vpfbERhuWwHb9OsL7xpaZOovJfmxzwqKlb25R_eAnMa3UcjnssPYbRdHLqw4rw6_y71/s640/IMAG7249_3.jpg	D:/WEB%20Nghe%20Thuat/Tai%20lieu/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjP_oiOEtzZBDR-fStq0hvWF3etg0kmrEl4HABc54K/s640/IMAG7249_3.jpg	(from https://ngothithuyduyen.blogspot.com/)
22:51:24	36374/36374	------	200	untouched ('OK')	text/html	date:Sat,%2031%20Aug%202024%2012:12:00%20GMT	https://ngothithuyduyen.blogspot.com/2014/01/blog-post.html	D:/WEB%20Nghe%20Thuat/Tai%20lieu/ngothithuyduyen.blogspot.com/2014/01/blog-post.html	(from https://ngothithuyduyen.blogspot.com/)
22:51:24	535/535	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2014%20Jul%202026%2015:51:27%20GMT	https://www.blogger.com/post-edit.g?blogID=3492378779226980395&postID=5784580923015863570&from=pencil	D:/WEB%20Nghe%20Thuat/Tai%20lieu/www.blogger.com/post-edit.2642c2.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:25	971808/971808	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202026%2015:51:27%20GMT	https://www.pinterest.com/pin/create/button/?url=https://ngothithuyduyen.blogspot.com/2014/05/blog-post.html?spref%3Dpi&description=NGO+THI+THUY+DUYEN's+Artworks:+%0A%0A%0A%0A%0A%0A%0A%0A%0A%0A%0A%0A%0A%0A%0A%0ANone+color+clouds+/Nh%E1%BB%AFng+%C3%A1ng+m%C3%A2y+k...&media=https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgd8kaPKFGGcy2u4jaAmLGlVpY4ijyNU_ogtsl_jtEdO7z4gXjntU2PKrR5-U4fCHMfMAueBIObBRbb_2fMisQowlO38nV97xkZ6Y9LjfX32ihyAXPT94Ai2bWBJwpiqsZT6y_p2ki4dEQm/s1600/drawing%2B-Is1.jpg	D:/WEB%20Nghe%20Thuat/Tai%20lieu/www.pinterest.com/pin/create/button/index06cc.html	(from https://ngothithuyduyen.blogspot.com/)
22:51:25	0/0	---M--	302	error ('Found')	application/binary	date:Tue,%2014%20Jul%202026%2015:51:27%20GMT	https://accounts.google.com/ServiceLogin?service=blogger&passive=1209600&continue=https://www.blogger.com/post-edit.g?blogID%3D3492378779226980395%26postID%3D5784580923015863570%26from%3Dpencil&followup=https://www.blogger.com/post-edit.g?blogID%3D3492378779226980395%26postID%3D5784580923015863570%26from%3Dpencil	D:/WEB%20Nghe%20Thuat/Tai%20lieu/accounts.google.com/ServiceLogin.27003f.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:25	744/744	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2014%20Jul%202026%2015:51:28%20GMT	https://accounts.google.com/InteractiveLogin?continue=https://www.blogger.com/post-edit.g?blogID%3D3492378779226980395%26postID%3D5784580923015863570%26from%3Dpencil&followup=https://www.blogger.com/post-edit.g?blogID%3D3492378779226980395%26postID%3D5784580923015863570%26from%3Dpencil&passive=1209600&service=blogger&dsh=S-652619241:1784044287960380	D:/WEB%20Nghe%20Thuat/Tai%20lieu/accounts.google.com/InteractiveLogin.28f612.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:27	550/550	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2014%20Jul%202026%2015:51:29%20GMT	https://www.blogger.com/share-post.g?blogID=3492378779226980395&postID=5784580923015863570&target=email	D:/WEB%20Nghe%20Thuat/Tai%20lieu/www.blogger.com/share-post.29b8fd.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:27	0/0	---M--	302	error ('Found')	application/binary	date:Tue,%2014%20Jul%202026%2015:51:30%20GMT	https://accounts.google.com/ServiceLogin?passive=true&continue=https://www.blogger.com/share-post.g?blogID%3D3492378779226980395%26postID%3D5784580923015863570%26target%3Demail%26bpli%3D1&followup=https://www.blogger.com/share-post.g?blogID%3D3492378779226980395%26postID%3D5784580923015863570%26target%3Demail%26bpli%3D1&go=true	D:/WEB%20Nghe%20Thuat/Tai%20lieu/accounts.google.com/ServiceLogin.2a0cda.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:28	283/283	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2014%20Jul%202026%2015:51:30%20GMT	https://www.blogger.com/share-post.g?blogID=3492378779226980395&postID=5784580923015863570&target=email&bpli=1	D:/WEB%20Nghe%20Thuat/Tai%20lieu/www.blogger.com/share-post.2bd29c.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:28	0/0	---M--	302	error ('Found')	application/binary	date:Tue,%2014%20Jul%202026%2015:51:31%20GMT	https://www.blogger.com/email-post/3492378779226980395/5784580923015863570	D:/WEB%20Nghe%20Thuat/Tai%20lieu/www.blogger.com/email-post/3492378779226980395/5784580923015863570.2c.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:29	0/0	---M--	302	error ('Found')	application/binary	date:Tue,%2014%20Jul%202026%2015:51:31%20GMT	https://accounts.google.com/ServiceLogin?passive=1209600&continue=https://www.blogger.com/email-post/3492378779226980395/5784580923015863570&followup=https://www.blogger.com/email-post/3492378779226980395/5784580923015863570	D:/WEB%20Nghe%20Thuat/Tai%20lieu/accounts.google.com/ServiceLogin.2da9ae.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:29	653/653	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2014%20Jul%202026%2015:51:31%20GMT	https://accounts.google.com/InteractiveLogin?continue=https://www.blogger.com/email-post/3492378779226980395/5784580923015863570&followup=https://www.blogger.com/email-post/3492378779226980395/5784580923015863570&passive=1209600&dsh=S554412790:1784044291633072	D:/WEB%20Nghe%20Thuat/Tai%20lieu/accounts.google.com/InteractiveLogin.2e2f5e.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:30	548/548	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2014%20Jul%202026%2015:51:33%20GMT	https://www.blogger.com/share-post.g?blogID=3492378779226980395&postID=5784580923015863570&target=blog	D:/WEB%20Nghe%20Thuat/Tai%20lieu/www.blogger.com/share-post.2fb167.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:30	0/0	---M--	302	error ('Found')	application/binary	date:Tue,%2014%20Jul%202026%2015:51:33%20GMT	https://accounts.google.com/ServiceLogin?passive=true&continue=https://www.blogger.com/share-post.g?blogID%3D3492378779226980395%26postID%3D5784580923015863570%26target%3Dblog%26bpli%3D1&followup=https://www.blogger.com/share-post.g?blogID%3D3492378779226980395%26postID%3D5784580923015863570%26target%3Dblog%26bpli%3D1&go=true	D:/WEB%20Nghe%20Thuat/Tai%20lieu/accounts.google.com/ServiceLogin.3003a5.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:32	545/545	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2014%20Jul%202026%2015:51:34%20GMT	https://www.blogger.com/share-post.g?blogID=3492378779226980395&postID=5784580923015863570&target=blog&bpli=1	D:/WEB%20Nghe%20Thuat/Tai%20lieu/www.blogger.com/share-post.318348.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:32	0/0	---M--	302	error ('Found')	application/binary	date:Tue,%2014%20Jul%202026%2015:51:35%20GMT	https://www.blogger.com/blog-this.g?u=https://ngothithuyduyen.blogspot.com/2014/01/blog-post.html?spref%3Dbl&n=NGO+THI+THUY+DUYEN's+Artworks:+%0A%0A%0A%0A%0A%0A%0A%0A%0A%0A%0A%0A%0A%0A%0A%0A%0A%0ACocoon/+k%C3%A9n,+2013%0A%0AMixed+media+o...&t=++++++++++++++++++Cocoon/+k%C3%A9n,+2013+++Mixed+media+on+paper+++50+x+65+(cm)+++	D:/WEB%20Nghe%20Thuat/Tai%20lieu/www.blogger.com/blog-this.32f316.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:33	0/0	---M--	302	error ('Found')	application/binary	date:Tue,%2014%20Jul%202026%2015:51:35%20GMT	https://accounts.google.com/ServiceLogin?passive=1209600&continue=https://www.blogger.com/blog-this.g?u%3Dhttps://ngothithuyduyen.blogspot.com/2014/01/blog-post.html?spref%253Dbl%26n%3DNGO%2BTHI%2BTHUY%2BDUYEN's%2BArtworks:%2B%250A%250A%250A%250A%250A%250A%250A%250A%250A%250A%250A%250A%250A%250A%250A%250A%250A%250ACocoon/%2Bk%25C3%25A9n,%2B2013%250A%250AMixed%2Bmedia%2Bo...%26t%3D%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2BCocoon/%2Bk%25C3%25A9n,%2B2013%2B%2B%2BMixed%2Bmedia%2Bon%2Bpaper%2B%2B%2B50%2Bx%2B65%2B(cm)%2B%2B%2B&followup=https://www.blogger.com/blog-this.g?u%3Dhttps://ngothithuyduyen.blogspot.com/2014/01/blog-post.html?spref%253Dbl%26n%3DNGO%2BTHI%2BTHUY%2BDUYEN's%2BArtworks:%2B%250A%250A%250A%250A%250A%250A%250A%250A%250A%250A%250A%250A%250A%250A%250A%250A%250A%250ACocoon/%2Bk%25C3%25A9n,%2B2013%250A%250AMixed%2Bmedia%2Bo...%26t%3D%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2BCocoon/%2Bk%25C3%25A9n,%2B2013%2B%2B%2BMixed%2Bmedia%2Bon%2Bpaper%2B%2B%2B50%2Bx%2B65%2B(cm)%2B%2B%2B	D:/WEB%20Nghe%20Thuat/Tai%20lieu/accounts.google.com/ServiceLogin.3391c2.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:34	554/554	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2014%20Jul%202026%2015:51:37%20GMT	https://www.blogger.com/share-post.g?blogID=3492378779226980395&postID=5784580923015863570&target=twitter	D:/WEB%20Nghe%20Thuat/Tai%20lieu/www.blogger.com/share-post.359751.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:51:34	0/0	---M--	302	error ('Found')	application/binary	date:Tue,%2014%20Jul%202026%2015:51:37%20GMT	https://accounts.google.com/ServiceLogin?passive=true&continue=https://www.blogger.com/share-post.g?blogID%3D3492378779226980395%26postID%3D5784580923015863570%26target%3Dtwitter%26bpli%3D1&followup=https://www.blogger.com/share-post.g?blogID%3D3492378779226980395%26postID%3D5784580923015863570%26target%3Dtwitter%26bpli%3D1&go=true	D:/WEB%20Nghe%20Thuat/Tai%20lieu/accounts.google.com/ServiceLogin.365b4d.delayed	(from https://ngothithuyduyen.blogspot.com/)
