date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:01:06	36624/36624	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2012:12:00%20GMT	https://ngothithuyduyen.blogspot.com/2013/12/o-o-la-bau-troi.html	D:/WEB%20Nghe%20Thuat/Tai%20lieu/ngothithuyduyen.blogspot.com/2013/12/o-o-la-bau-troi.html	(from https://ngothithuyduyen.blogspot.com/)
22:01:07	382257/382257	---M--	200	added ('OK')	image/jpeg	etag:%22vfb5f%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh0dV20ebS7XZI4zZ1akUA8b-4cdJauBV7VrITgQyywgeUWCLTobqcQqiJrejAhDaAUvRrSfjRNip_z0r6f6rhyphenhyphenhl6rHvdZPqK3HxVKv1rsdIKC6SaaPWP-3Hs-ZW8RYlhpPRTaHeqgKQKn/s1600/IMAG0315-1.jpg	D:/WEB%20Nghe%20Thuat/Tai%20lieu/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh0dV20ebS7XZI4zZ1akUA8b-4cdJauBV7VrITgQyy/s1600/IMAG0315-1.jpg	(from https://ngothithuyduyen.blogspot.com/)
22:01:08	108222/108222	---M--	200	added ('OK')	image/jpeg	etag:%22vfb5f%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh0dV20ebS7XZI4zZ1akUA8b-4cdJauBV7VrITgQyywgeUWCLTobqcQqiJrejAhDaAUvRrSfjRNip_z0r6f6rhyphenhyphenhl6rHvdZPqK3HxVKv1rsdIKC6SaaPWP-3Hs-ZW8RYlhpPRTaHeqgKQKn/s640/IMAG0315-1.jpg	D:/WEB%20Nghe%20Thuat/Tai%20lieu/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh0dV20ebS7XZI4zZ1akUA8b-4cdJauBV7VrITgQyy/s640/IMAG0315-1.jpg	(from https://ngothithuyduyen.blogspot.com/)
22:01:09	423527/423527	---M--	200	added ('OK')	image/jpeg	etag:%22vfb61%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi8YdbqS013rrZ0uoDueO0xpq0To1TZ5xeMrqolHjJa8A6UtkMyyLyQCvT4DAsZKDu0r2xDxv9NUeBs8UZTlfWQm04ASlf2H6PewrRPIAGjL8MawHiyOJgZDVUBgmAhE0UBI51Zi-0BCv0k/s1600/IMAG0322-1.jpg	D:/WEB%20Nghe%20Thuat/Tai%20lieu/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi8YdbqS013rrZ0uoDueO0xpq0To1TZ5xeMrqolHjJ/s1600/IMAG0322-1.jpg	(from https://ngothithuyduyen.blogspot.com/)
22:01:09	124368/124368	---M--	200	added ('OK')	image/jpeg	etag:%22vfb61%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi8YdbqS013rrZ0uoDueO0xpq0To1TZ5xeMrqolHjJa8A6UtkMyyLyQCvT4DAsZKDu0r2xDxv9NUeBs8UZTlfWQm04ASlf2H6PewrRPIAGjL8MawHiyOJgZDVUBgmAhE0UBI51Zi-0BCv0k/s640/IMAG0322-1.jpg	D:/WEB%20Nghe%20Thuat/Tai%20lieu/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi8YdbqS013rrZ0uoDueO0xpq0To1TZ5xeMrqolHjJ/s640/IMAG0322-1.jpg	(from https://ngothithuyduyen.blogspot.com/)
22:01:10	37546/37546	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2012:12:00%20GMT	https://ngothithuyduyen.blogspot.com/2013/12/buon-muon-nam-cu.html	D:/WEB%20Nghe%20Thuat/Tai%20lieu/ngothithuyduyen.blogspot.com/2013/12/buon-muon-nam-cu.html	(from https://ngothithuyduyen.blogspot.com/)
22:01:10	71292/71292	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2012:12:00%20GMT	https://ngothithuyduyen.blogspot.com/2013/12/artist-bio.html	D:/WEB%20Nghe%20Thuat/Tai%20lieu/ngothithuyduyen.blogspot.com/2013/12/artist-bio.html	(from https://ngothithuyduyen.blogspot.com/)
22:01:12	71454/71454	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2012:12:00%20GMT	https://ngothithuyduyen.blogspot.com/search/label/BIOGRAPHY	D:/WEB%20Nghe%20Thuat/Tai%20lieu/ngothithuyduyen.blogspot.com/search/label/BIOGRAPHY.html	(from https://ngothithuyduyen.blogspot.com/)
22:01:13	45520/45520	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2012:12:00%20GMT	https://ngothithuyduyen.blogspot.com/2013/08/truoc-khi-troi-o-mua-before-rain.html	D:/WEB%20Nghe%20Thuat/Tai%20lieu/ngothithuyduyen.blogspot.com/2013/08/truoc-khi-troi-o-mua-before-rain.html	(from https://ngothithuyduyen.blogspot.com/)
22:01:13	57700/57700	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2012:12:00%20GMT	https://ngothithuyduyen.blogspot.com/search/label/WRITING	D:/WEB%20Nghe%20Thuat/Tai%20lieu/ngothithuyduyen.blogspot.com/search/label/WRITING.html	(from https://ngothithuyduyen.blogspot.com/)
22:01:14	94741/94741	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2012:12:00%20GMT	https://ngothithuyduyen.blogspot.com/2013/03/phong-su-ac-biet-ve-du-trao-oi-nghe-si.html	D:/WEB%20Nghe%20Thuat/Tai%20lieu/ngothithuyduyen.blogspot.com/2013/03/phong-su-ac-biet-ve-du-trao-oi-nghe-si.html	(from https://ngothithuyduyen.blogspot.com/)
22:01:14	188347/188347	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2012:12:00%20GMT	https://ngothithuyduyen.blogspot.com/search/label/ARTICLES	D:/WEB%20Nghe%20Thuat/Tai%20lieu/ngothithuyduyen.blogspot.com/search/label/ARTICLES.html	(from https://ngothithuyduyen.blogspot.com/)
22:01:16	0/0	---M--	301	error ('Moved%20Permanently')	application/binary	date:Tue,%2014%20Jul%202026%2015:01:18%20GMT	http://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjWHgNEgSW3Wl0kXfZnDIyEjQgDknZsJysZ9waWsp7V7HdmLcr_lGk4_BtIq1piUcMTnmMRBm9ayNlSYHAUmD4-oYPzoIrOnJhLqLfiWr1HFf5PwxyOPjS4ikMp7n8PuB4/s1600/duyen.jpg	D:/WEB%20Nghe%20Thuat/Tai%20lieu/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjWHgNEgSW3Wl0kXfZnDIyEjQgDknZsJysZ9waWsp7V7HdmLcr_lGk4_BtIq1piUcMTnmMRBm9ayNlSYHAUmD4-oYPzoIrOnJhLqLfiWr1HFf5PwxyOPjS4ikMp7n8PuB4/s1600/duyen.1e.delayed	(from https://ngothithuyduyen.blogspot.com/)
22:01:16	160926/160926	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2012:12:00%20GMT	https://ngothithuyduyen.blogspot.com/search?updated-max=2013-03-30T16:33:00-07:00&max-results=15	D:/WEB%20Nghe%20Thuat/Tai%20lieu/ngothithuyduyen.blogspot.com/search37f3.html	(from https://ngothithuyduyen.blogspot.com/)
22:01:16	279/279	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jul%202026%2002:11:46%20GMT	http://www.blogger.com/img/logo-16.png	D:/WEB%20Nghe%20Thuat/Tai%20lieu/www.blogger.com/img/logo-16.png	(from https://ngothithuyduyen.blogspot.com/)
22:01:16	8948/8948	---M--	200	added ('OK')	image/jpeg	etag:%22v4500%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjWHgNEgSW3Wl0kXfZnDIyEjQgDknZsJysZ9waWsp7V7HdmLcr_lGk4_BtIq1piUcMTnmMRBm9ayNlSYHAUmD4-oYPzoIrOnJhLqLfiWr1HFf5PwxyOPjS4ikMp7n8PuB4/s1600/duyen.jpg	D:/WEB%20Nghe%20Thuat/Tai%20lieu/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjWHgNEgSW3Wl0kXfZnDIyEjQgDknZsJysZ9waWsp7V7HdmLcr_lGk4_BtIq1piUcMTnmMRBm9ayNlSYHAUmD4-oYPzoIrOnJhLqLfiWr1HFf5PwxyOPjS4ikMp7n8PuB4/s1600/duyen.jpg	(from https://ngothithuyduyen.blogspot.com/)
22:01:17	93452/93452	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2012:12:00%20GMT	https://ngothithuyduyen.blogspot.com/search/label/PAINTING	D:/WEB%20Nghe%20Thuat/Tai%20lieu/ngothithuyduyen.blogspot.com/search/label/PAINTING.html	(from https://ngothithuyduyen.blogspot.com/)
22:01:18	61062/61062	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2012:12:00%20GMT	https://ngothithuyduyen.blogspot.com/search/label/INSTALLATION	D:/WEB%20Nghe%20Thuat/Tai%20lieu/ngothithuyduyen.blogspot.com/search/label/INSTALLATION.html	(from https://ngothithuyduyen.blogspot.com/)
22:01:20	52572/52572	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2012:12:00%20GMT	https://ngothithuyduyen.blogspot.com/search/label/PERFORMANCE	D:/WEB%20Nghe%20Thuat/Tai%20lieu/ngothithuyduyen.blogspot.com/search/label/PERFORMANCE.html	(from https://ngothithuyduyen.blogspot.com/)
22:01:20	151017/151017	---M--	200	added ('OK')	text/javascript	date:Tue,%2014%20Jul%202026%2010:50:14%20GMT	https://www.blogger.com/static/v1/widgets/321148285-widgets.js	D:/WEB%20Nghe%20Thuat/Tai%20lieu/www.blogger.com/static/v1/widgets/321148285-widgets.js	(from https://ngothithuyduyen.blogspot.com/)
22:01:20	1607/1607	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jul%202026%2015:01:23%20GMT	https://www.blogger.com/static/v1/widgets/_sharing_css_sass_binary.css	D:/WEB%20Nghe%20Thuat/Tai%20lieu/www.blogger.com/static/v1/widgets/_sharing_css_sass_binary.25.delayed	(from https://www.blogger.com/static/v1/widgets/2872013778-css_bundle_v2.css)
22:01:21	233/233	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Jul%202026%2000:49:39%20GMT	https://www.blogger.com/img/widgets/stats-flipper.png	D:/WEB%20Nghe%20Thuat/Tai%20lieu/www.blogger.com/img/widgets/stats-flipper.png	(from https://www.blogger.com/static/v1/widgets/2872013778-css_bundle_v2.css)
22:01:21	335/335	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jul%202026%2001:22:50%20GMT	https://resources.blogblog.com/img/widgets/s_top.png	D:/WEB%20Nghe%20Thuat/Tai%20lieu/resources.blogblog.com/img/widgets/s_top.png	(from https://www.blogger.com/static/v1/widgets/2872013778-css_bundle_v2.css)
22:01:22	1523/1523	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://ngothithuyduyen.blogspot.com/feeds/4711525681778391841/comments/default	D:/WEB%20Nghe%20Thuat/Tai%20lieu/ngothithuyduyen.blogspot.com/feeds/4711525681778391841/comments/default	(from https://ngothithuyduyen.blogspot.com/2014/05/blog-post.html)
22:01:23	16954/16954	---M--	200	added ('OK')	text/javascript	date:Mon,%2013%20Jul%202026%2015:52:53%20GMT	https://www.blogger.com/static/v1/jsbin/2830521187-comment_from_post_iframe.js	D:/WEB%20Nghe%20Thuat/Tai%20lieu/www.blogger.com/static/v1/jsbin/2830521187-comment_from_post_iframe.js	(from https://ngothithuyduyen.blogspot.com/2014/05/blog-post.html)
22:01:24	318333/318333	---M--	200	added ('OK')	image/jpeg	etag:%22vfec2%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgzbdSWM9d7Y2o3lj2sOiQpx7IFfP-wMXoiHZrkjXK5x7qhXP5LBn-VvQd_FGfGDEhzhmGWgGlvEoyWBgOr79LTglgAuhimwR3UsWmwraH1_50JUcczkt27Ll-aWl0pU-dxbgdc3XuSNO4b/s1600/Before+the+rain+9-+38x54,5+cm-+black+ink+and+water+color+on+paper++copy.jpg	D:/WEB%20Nghe%20Thuat/Tai%20lieu/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgzbdSWM9d7Y2o3lj2sOiQpx7IFfP-wMXoiHZrkjXK/s1600/Before%20the%20rain%209-%2038x54,5%20cm-%20black%20ink%20and%20water%20color%20on%20paper%20%20copy.jpg	(from https://ngothithuyduyen.blogspot.com/search/label/DRAWING)
22:01:26	118033/118033	---M--	200	added ('OK')	image/jpeg	etag:%22vfec2%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgzbdSWM9d7Y2o3lj2sOiQpx7IFfP-wMXoiHZrkjXK5x7qhXP5LBn-VvQd_FGfGDEhzhmGWgGlvEoyWBgOr79LTglgAuhimwR3UsWmwraH1_50JUcczkt27Ll-aWl0pU-dxbgdc3XuSNO4b/s640/Before+the+rain+9-+38x54,5+cm-+black+ink+and+water+color+on+paper++copy.jpg	D:/WEB%20Nghe%20Thuat/Tai%20lieu/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgzbdSWM9d7Y2o3lj2sOiQpx7IFfP-wMXoiHZrkjXK/s640/Before%20the%20rain%209-%2038x54,5%20cm-%20black%20ink%20and%20water%20color%20on%20paper%20%20copy.jpg	(from https://ngothithuyduyen.blogspot.com/search/label/DRAWING)
22:01:28	496827/496827	---M--	200	added ('OK')	image/jpeg	etag:%22vfebe%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi-ifK0Joprf_opPI9pfx627hG5pU_2zee9N1kogtgzEBocfJTlaGhXUj6kXKEMyM7yb1LHUAKYvn8x_HUShj_VE7o1WSkO5fkOVDttArjScXkLILhgLr_46OtSSYbKNddpJgWVBYR5verQ/s1600/Before+the+rain+10-+38x54,5+cm-+black+ink+and+water+color+on+paper++copy.jpg	D:/WEB%20Nghe%20Thuat/Tai%20lieu/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi-ifK0Joprf_opPI9pfx627hG5pU_2zee9N1kogtg/s1600/Before%20the%20rain%2010-%2038x54,5%20cm-%20black%20ink%20and%20water%20color%20on%20paper%20%20copy.jpg	(from https://ngothithuyduyen.blogspot.com/search/label/DRAWING)
22:01:32	141807/141807	---M--	200	added ('OK')	image/jpeg	etag:%22vfebe%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi-ifK0Joprf_opPI9pfx627hG5pU_2zee9N1kogtgzEBocfJTlaGhXUj6kXKEMyM7yb1LHUAKYvn8x_HUShj_VE7o1WSkO5fkOVDttArjScXkLILhgLr_46OtSSYbKNddpJgWVBYR5verQ/s640/Before+the+rain+10-+38x54,5+cm-+black+ink+and+water+color+on+paper++copy.jpg	D:/WEB%20Nghe%20Thuat/Tai%20lieu/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi-ifK0Joprf_opPI9pfx627hG5pU_2zee9N1kogtg/s640/Before%20the%20rain%2010-%2038x54,5%20cm-%20black%20ink%20and%20water%20color%20on%20paper%20%20copy.jpg	(from https://ngothithuyduyen.blogspot.com/search/label/DRAWING)
22:01:34	122142/122142	---M--	200	added ('OK')	image/jpeg	etag:%22vfeb9%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjXfvnrzbn5yo0xw4_Q0Cvu2eo8pSBQHT-_GtSsmaD4TmApUjKtUyB40lXKwDPcRmopyJ9ju2o3qWlCa1fiLRgZ0QbhQCia-YUGunLZuSRVfpQkzCzzISwICSFfdieKNMafkASqDkQjfEXy/s1600/Before+the+rain+11-+38x54,5+cm-+black+ink+and+water+color+on+paper+.jpg	D:/WEB%20Nghe%20Thuat/Tai%20lieu/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjXfvnrzbn5yo0xw4_Q0Cvu2eo8pSBQHT-_GtSsmaD/s1600/Before%20the%20rain%2011-%2038x54,5%20cm-%20black%20ink%20and%20water%20color%20on%20paper%20.jpg	(from https://ngothithuyduyen.blogspot.com/search/label/DRAWING)
22:01:36	122142/122142	---M--	200	added ('OK')	image/jpeg	etag:%22vfeb9%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjXfvnrzbn5yo0xw4_Q0Cvu2eo8pSBQHT-_GtSsmaD4TmApUjKtUyB40lXKwDPcRmopyJ9ju2o3qWlCa1fiLRgZ0QbhQCia-YUGunLZuSRVfpQkzCzzISwICSFfdieKNMafkASqDkQjfEXy/s640/Before+the+rain+11-+38x54,5+cm-+black+ink+and+water+color+on+paper+.jpg	D:/WEB%20Nghe%20Thuat/Tai%20lieu/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjXfvnrzbn5yo0xw4_Q0Cvu2eo8pSBQHT-_GtSsmaD/s640/Before%20the%20rain%2011-%2038x54,5%20cm-%20black%20ink%20and%20water%20color%20on%20paper%20.jpg	(from https://ngothithuyduyen.blogspot.com/search/label/DRAWING)
22:01:39	471563/471563	---M--	200	added ('OK')	image/jpeg	etag:%22vfec0%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiN0cKtHUE_YjhMIPD_A8Rr8-va8TJtea7TvOEkWdAu9zI6t-rQIpOkz-JdXg5Vbp9F489AyJL0j03qb3uPtN8wHpZ3bAwEjfIs51pXJLlpRiNS7kQuIVVo2C78mE6OOepY5FBaWXnnIZoP/s1600/Before+the+rain+12-+38x54,5+cm-+black+ink+and+water+color+on+paper+.jpg	D:/WEB%20Nghe%20Thuat/Tai%20lieu/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiN0cKtHUE_YjhMIPD_A8Rr8-va8TJtea7TvOEkWdA/s1600/Before%20the%20rain%2012-%2038x54,5%20cm-%20black%20ink%20and%20water%20color%20on%20paper%20.jpg	(from https://ngothithuyduyen.blogspot.com/search/label/DRAWING)
22:01:40	138627/138627	---M--	200	added ('OK')	image/jpeg	etag:%22vfec0%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiN0cKtHUE_YjhMIPD_A8Rr8-va8TJtea7TvOEkWdAu9zI6t-rQIpOkz-JdXg5Vbp9F489AyJL0j03qb3uPtN8wHpZ3bAwEjfIs51pXJLlpRiNS7kQuIVVo2C78mE6OOepY5FBaWXnnIZoP/s640/Before+the+rain+12-+38x54,5+cm-+black+ink+and+water+color+on+paper+.jpg	D:/WEB%20Nghe%20Thuat/Tai%20lieu/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiN0cKtHUE_YjhMIPD_A8Rr8-va8TJtea7TvOEkWdA/s640/Before%20the%20rain%2012-%2038x54,5%20cm-%20black%20ink%20and%20water%20color%20on%20paper%20.jpg	(from https://ngothithuyduyen.blogspot.com/search/label/DRAWING)
22:01:40	43930/43930	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202024%2012:12:00%20GMT	https://ngothithuyduyen.blogspot.com/2013/03/truoc-khi-troi-o-mua-before-rain.html	D:/WEB%20Nghe%20Thuat/Tai%20lieu/ngothithuyduyen.blogspot.com/2013/03/truoc-khi-troi-o-mua-before-rain.html	(from https://ngothithuyduyen.blogspot.com/search/label/DRAWING)
